u.screen_name,u.retweet_count,u.fav_count,u.followers,u.InfluenceScore,Rank,fav per retweet,retweet per follow,,dissemination rank,rank difference,% wrong,abs val,,avg error
calebdwarren,7,2,111,0.02313286,740,0.285714286,0.063063063,0.348777349,709,31,0.039794608,0.039794608,,
TeahJanae_,9,3,679,0.089772054,594,0.333333333,0.013254786,0.34658812,710,-116,-0.148908858,0.148908858,,
DirtyDub47,14,4,249,0.066900093,645,0.285714286,0.0562249,0.341939185,711,-66,-0.084724005,0.084724005,,
Leggoo_my_yego,9,3,1089,0.139898496,516,0.333333333,0.008264463,0.341597796,712,-196,-0.251604621,0.251604621,,
BaltUprising,3,1,680,0.076313164,619,0.333333333,0.004411765,0.337745098,713,-94,-0.120667522,0.120667522,,
caterinagrove,3,1,3334,0.402157782,329,0.333333333,0.00089982,0.334233153,714,-385,-0.494223363,0.494223363,,
AchieveTheDream,3,1,4817,0.540723791,292,0.333333333,0.000622794,0.333956128,715,-423,-0.543003851,0.543003851,,
livebmorelife,13,4,1617,0.202696412,446,0.307692308,0.008039579,0.315731887,716,-270,-0.346598203,0.346598203,,
LorNard_,4,1,133,0.021157341,744,0.25,0.030075188,0.280075188,717,27,0.03465982,0.03465982,,
hciwtfel,12,3,847,0.113550178,556,0.25,0.014167651,0.264167651,718,-162,-0.207958922,0.207958922,,
MoCoGreens,4,1,499,0.059318509,661,0.25,0.008016032,0.258016032,719,-58,-0.074454429,0.074454429,,
AWbeardsley,4,1,7554,0.89525464,230,0.25,0.000529521,0.250529521,720,-490,-0.629011553,0.629011553,,
vibelsrgi,3,0,12,0.005460202,775,0,0.25,0.25,721,54,0.069319641,0.069319641,,
LadyK__j,6,1,150,0.02463724,738,0.166666667,0.04,0.206666667,722,16,0.020539153,0.020539153,,
gucciferx,84,4,557,0.131944553,529,0.047619048,0.150807899,0.198426947,723,-194,-0.249037227,0.249037227,,
betzaida_c_a,39,7,3213,0.477202334,311,0.179487179,0.012138189,0.191625368,724,-413,-0.530166881,0.530166881,,
RmcccClayton,7,1,895,0.13445115,525,0.142857143,0.007821229,0.150678372,725,-200,-0.256739409,0.256739409,,
EppingerAmber,84,4,846,0.168255544,481,0.047619048,0.09929078,0.146909828,726,-245,-0.314505777,0.314505777,,
illustriousoul,25,2,488,0.081766839,608,0.08,0.051229508,0.131229508,727,-119,-0.152759949,0.152759949,,
Cerebrone,177,6,2123,0.388863375,334,0.033898305,0.083372586,0.117270891,728,-394,-0.505776637,0.505776637,,
VictoriaTrout1,55,4,2241,0.329404724,359,0.072727273,0.024542615,0.097269888,729,-370,-0.474967908,0.474967908,,
JBrian_Phillips,1,0,32,0.008089368,770,0,0.03125,0.03125,730,40,0.051347882,0.051347882,,
kyndnotes,4,0,151,0.022491134,741,0,0.026490066,0.026490066,731,10,0.01283697,0.01283697,,
msmacpassion,1,0,39,0.007240263,772,0,0.025641026,0.025641026,732,40,0.051347882,0.051347882,,
linadbg,608,2,27710,4.021751077,75,0.003289474,0.021941537,0.025231011,733,-658,-0.844672657,0.844672657,,
AntoneOTGPromo,2,0,85,0.014452934,755,0,0.023529412,0.023529412,734,21,0.026957638,0.026957638,,
alba23fr,266,2,17398,2.443282734,114,0.007518797,0.015289114,0.022807911,735,-621,-0.797175866,0.797175866,,
krysmatthews3,2,0,96,0.012620645,762,0,0.020833333,0.020833333,736,26,0.033376123,0.033376123,,
carlap517,4,0,221,0.045084329,696,0,0.018099548,0.018099548,737,-41,-0.052631579,0.052631579,,
Tez_is_here,2,0,205,0.02696552,731,0,0.009756098,0.009756098,738,-7,-0.008985879,0.008985879,,
dianeborger126,1,0,228,0.044373634,697,0,0.004385965,0.004385965,739,-42,-0.053915276,0.053915276,,
DaveZaharchuk,1,0,241,0.03038206,723,0,0.004149378,0.004149378,740,-17,-0.02182285,0.02182285,,
alexknobel,1,0,248,0.061949378,657,0,0.004032258,0.004032258,741,-84,-0.107830552,0.107830552,,
TGSlater,2,0,521,0.067747079,641,0,0.003838772,0.003838772,742,-101,-0.129653402,0.129653402,,
FrankoMontana,1,0,269,0.033335709,718,0,0.003717472,0.003717472,743,-25,-0.032092426,0.032092426,,
janinebucks,70,0,19057,2.037183996,131,0,0.003673191,0.003673191,744,-613,-0.78690629,0.78690629,,
iaa_umd,2,0,593,0.099717928,577,0,0.003372681,0.003372681,745,-168,-0.215661104,0.215661104,,
MarcNemiroff,1,0,303,0.057650395,665,0,0.00330033,0.00330033,746,-81,-0.103979461,0.103979461,,
tmj_bal_edu,1,0,303,0.03753445,707,0,0.00330033,0.00330033,747,-40,-0.051347882,0.051347882,,
camking21,1,0,309,0.047039071,693,0,0.003236246,0.003236246,748,-55,-0.070603338,0.070603338,,
EliasFlamenco,1,0,349,0.047043165,692,0,0.00286533,0.00286533,749,-57,-0.073170732,0.073170732,,
YoungJefeeee,1,0,439,0.054085185,678,0,0.002277904,0.002277904,750,-72,-0.092426187,0.092426187,,
seclectech,2,0,890,0.13017702,531,0,0.002247191,0.002247191,751,-220,-0.28241335,0.28241335,,
Bill_Duck21804,1,0,454,0.078357406,615,0,0.002202643,0.002202643,752,-137,-0.175866496,0.175866496,,
JohnAMacDougall,1,0,455,0.066049814,647,0,0.002197802,0.002197802,753,-106,-0.136071887,0.136071887,,
Baum__Diggity,1,0,489,0.070070932,635,0,0.00204499,0.00204499,754,-119,-0.152759949,0.152759949,,
_msjenkinss,1,0,495,0.062323799,655,0,0.002020202,0.002020202,755,-100,-0.128369705,0.128369705,,
sandra_king2,2,0,992,0.181006861,469,0,0.002016129,0.002016129,756,-287,-0.368421053,0.368421053,,
womanistpsych,1,0,525,0.056626242,669,0,0.001904762,0.001904762,757,-88,-0.11296534,0.11296534,,
MRichWJZ,1,0,528,0.082049572,606,0,0.001893939,0.001893939,758,-152,-0.195121951,0.195121951,,
_onlydavid_,2,0,1092,0.132758812,527,0,0.001831502,0.001831502,759,-232,-0.297817715,0.297817715,,
RexNovaa,1,0,564,0.071469072,628,0,0.00177305,0.00177305,760,-132,-0.16944801,0.16944801,,
uptopallstar,1,0,617,0.0802619,610,0,0.001620746,0.001620746,761,-151,-0.193838254,0.193838254,,
AZealousVoice,1,0,641,0.078714585,614,0,0.001560062,0.001560062,762,-148,-0.189987163,0.189987163,,
TrillShitHoe,1,0,722,0.07813838,616,0,0.001385042,0.001385042,763,-147,-0.188703466,0.188703466,,
letzgoterps,1,0,735,0.107487119,565,0,0.001360544,0.001360544,764,-199,-0.255455712,0.255455712,,
SnowWuff,1,0,811,0.103305185,576,0,0.001233046,0.001233046,765,-189,-0.242618742,0.242618742,,
sdkbusiness,2,0,1637,0.282748867,388,0,0.001221747,0.001221747,766,-378,-0.485237484,0.485237484,,
AnastasyaVK,1,0,1122,0.127314619,536,0,0.000891266,0.000891266,767,-231,-0.296534018,0.296534018,,
RichBitchMello,1,0,1629,0.198487803,451,0,0.000613874,0.000613874,768,-317,-0.406931964,0.406931964,,
MarylandLover,1,0,1706,0.204489946,442,0,0.000586166,0.000586166,769,-327,-0.419768935,0.419768935,,
FinditattheBay,6,0,10424,1.292100386,175,0,0.000575595,0.000575595,770,-595,-0.763799743,0.763799743,,
chendrie,4,0,7834,0.839017259,236,0,0.000510595,0.000510595,771,-535,-0.68677792,0.68677792,,
RDFoxworth,1,0,2237,0.276913397,393,0,0.000447027,0.000447027,772,-379,-0.486521181,0.486521181,,
Baltimore0nline,2,0,5683,0.700358963,261,0,0.000351927,0.000351927,773,-512,-0.657252888,0.657252888,,
DBCorey,2,0,7015,0.874325015,233,0,0.000285103,0.000285103,774,-541,-0.694480103,0.694480103,,
BruceLesley,4,0,14433,1.802911625,141,0,0.000277143,0.000277143,775,-634,-0.813863928,0.813863928,,
avalonstwd,1,0,4699,0.49772692,301,0,0.000212811,0.000212811,776,-475,-0.609756098,0.609756098,,
TraderBruce1,3,0,15029,1.739776389,145,0,0.000199614,0.000199614,777,-632,-0.811296534,0.811296534,,
ItsVonTae,1,0,15451,1.737147943,146,0,6.47207E-05,6.47207E-05,778,-632,-0.811296534,0.811296534,,
1057TheFan,1,0,16097,1.711681682,150,0,6.21234E-05,6.21234E-05,779,-629,-0.807445443,0.807445443,,
