u.screen_name,u.retweet_count,u.fav_count,u.followers,u.InfluenceScore,Rank,fav per retweet,retweet per follow,,dissemination rank,rank difference,% wrong,abs val,,avg error
MasterkeyRD,12,20,4209,0.554159817,289,1.666666667,0.002851033,1.6695177,471,-182,-0.233632863,0.233632863,,
erickson_PRTeam,3,5,1658,0.286160641,384,1.666666667,0.001809409,1.668476076,472,-88,-0.11296534,0.11296534,,
mims,3,5,52252,5.460602167,56,1.666666667,5.74141E-05,1.666724081,473,-417,-0.535301669,0.535301669,,
DLN7527,31,50,593,0.105070936,571,1.612903226,0.05227656,1.665179786,474,97,0.124518614,0.124518614,,
aghogho_umukoro,245,140,226,0.239821312,413,0.571428571,1.084070796,1.655499368,475,-62,-0.079589217,0.079589217,,
Maryland1966,258,283,467,0.317029626,367,1.096899225,0.552462527,1.649361752,476,-109,-0.139922978,0.139922978,,
battchile,11,17,128,0.036883515,709,1.545454545,0.0859375,1.631392045,477,232,0.297817715,0.297817715,,
pathseekerken,105,160,1071,0.24426315,408,1.523809524,0.098039216,1.621848739,478,-70,-0.089858793,0.089858793,,
jas_12,107,154,605,0.173979841,477,1.439252336,0.176859504,1.616111841,479,-2,-0.002567394,0.002567394,,
TMSpanNyc,8,10,22,0.009952848,767,1.25,0.363636364,1.613636364,480,287,0.368421053,0.368421053,,
MaffewsMind,97,135,442,0.145277733,509,1.391752577,0.219457014,1.611209591,481,28,0.035943517,0.035943517,,
Sitramos7eE,13,12,19,0.029807366,727,0.923076923,0.684210526,1.607287449,482,245,0.314505777,0.314505777,,
DeftMunky,97,127,326,0.131797876,530,1.309278351,0.297546012,1.606824363,483,47,0.060333761,0.060333761,,
g4socalbiascx,3,4,11,0.025641912,733,1.333333333,0.272727273,1.606060606,484,249,0.319640565,0.319640565,,
_CarrieP,1201,1176,1931,1.337688787,172,0.979184013,0.621957535,1.601141548,485,-313,-0.401797176,0.401797176,,
s4ahh,42,56,161,0.06361449,653,1.333333333,0.260869565,1.594202899,486,167,0.214377407,0.214377407,,
xXnimbuXx,442,573,1485,0.577974876,283,1.29638009,0.297643098,1.594023188,487,-204,-0.261874198,0.261874198,,
obfuscurity,31,49,4212,0.476180038,312,1.580645161,0.007359924,1.588005085,488,-176,-0.22593068,0.22593068,,
TMSpanSeattle,8,10,24,0.010182854,766,1.25,0.333333333,1.583333333,489,277,0.355584082,0.355584082,,
royoung23,189,215,426,0.239709927,414,1.137566138,0.443661972,1.581228109,490,-76,-0.097560976,0.097560976,,
drpopue,11,17,327,0.057493305,666,1.545454545,0.033639144,1.579093689,491,175,0.224646983,0.224646983,,
TrishAlden,122,175,899,0.258662297,401,1.43442623,0.13570634,1.57013257,492,-91,-0.116816431,0.116816431,,
DeeybidJuarez,56,55,98,0.062088397,656,0.982142857,0.571428571,1.553571429,493,163,0.209242619,0.209242619,,
KeithEricBenson,500,443,768,0.543027612,291,0.886,0.651041667,1.537041667,494,-203,-0.260590501,0.260590501,,
DCMETROAFRICANS,189,284,13409,1.897331139,135,1.502645503,0.014095011,1.516740513,495,-360,-0.462130937,0.462130937,,
Marriott4Mayor,4,6,289,0.033875704,716,1.5,0.01384083,1.51384083,496,220,0.28241335,0.28241335,,
SvGPooh,2,3,395,0.047183754,690,1.5,0.005063291,1.505063291,497,193,0.24775353,0.24775353,,
emvidal,2,3,2788,0.333276556,357,1.5,0.00071736,1.50071736,498,-141,-0.181001284,0.181001284,,
Goldenpelt,83,52,95,0.086231431,598,0.626506024,0.873684211,1.500190235,499,99,0.127086008,0.127086008,,
captainrodes,158,200,681,0.224404127,426,1.265822785,0.232011747,1.497834532,500,-74,-0.094993582,0.094993582,,
gigabytemag,390,513,2159,0.642981308,272,1.315384615,0.180639185,1.4960238,501,-229,-0.293966624,0.293966624,,
RogerRiga,28,39,293,0.069492503,637,1.392857143,0.09556314,1.488420283,502,135,0.173299101,0.173299101,,
CThompsonGeorge,17,25,1414,0.229401389,423,1.470588235,0.012022631,1.482610866,503,-80,-0.102695764,0.102695764,,
mugwort13,55,64,175,0.072772158,626,1.163636364,0.314285714,1.477922078,504,122,0.15661104,0.15661104,,
MichaelAWoodJr,1310,1859,24283,3.765042861,79,1.419083969,0.053947206,1.473031175,505,-426,-0.546854942,0.546854942,,
304TheRevTJ,334,407,1337,0.478887358,310,1.218562874,0.249813014,1.468375888,506,-196,-0.251604621,0.251604621,,
patfo49,191,264,2511,0.5018838,299,1.382198953,0.076065313,1.458264266,507,-208,-0.267008986,0.267008986,,
TheRealMaeBarid,686,793,2308,0.903321602,228,1.155976676,0.297227036,1.453203713,508,-280,-0.359435173,0.359435173,,
__thejakewhiten,71,71,159,0.084932064,602,1,0.446540881,1.446540881,509,93,0.119383825,0.119383825,,
MMPRKrissi,198,106,220,0.201627619,450,0.535353535,0.9,1.435353535,510,-60,-0.077021823,0.077021823,,
gashwiniyer,59,69,224,0.08199658,607,1.169491525,0.263392857,1.432884383,511,96,0.123234917,0.123234917,,
Polanchrist,7,10,1741,0.201868275,448,1.428571429,0.004020678,1.432592106,512,-64,-0.082156611,0.082156611,,
liIstrawbaby,97,129,1001,0.203115273,445,1.329896907,0.096903097,1.426800004,513,-68,-0.087291399,0.087291399,,
Willy__JK,268,269,657,0.343512675,352,1.003731343,0.407914764,1.411646107,514,-162,-0.207958922,0.207958922,,
rleejeffrey,118,138,488,0.166839241,483,1.169491525,0.241803279,1.411294804,515,-32,-0.041078306,0.041078306,,
Takviri,100,129,854,0.203201057,444,1.29,0.117096019,1.407096019,516,-72,-0.092426187,0.092426187,,
redhoyt,103,99,232,0.122920166,546,0.961165049,0.443965517,1.405130566,517,29,0.037227214,0.037227214,,
fourez_,333,304,679,0.383629846,336,0.912912913,0.490427099,1.403340012,518,-182,-0.233632863,0.233632863,,
AKATriple,15,21,5203,0.660566907,269,1.4,0.002882952,1.402882952,519,-250,-0.320924262,0.320924262,,
welcome_2KBToys,114,150,1498,0.290531769,379,1.315789474,0.076101469,1.391890942,520,-141,-0.181001284,0.181001284,,
tomkimbis,32,44,2233,0.267889868,399,1.375,0.014330497,1.389330497,521,-122,-0.15661104,0.15661104,,
Federalist,50,62,335,0.104599601,572,1.24,0.149253731,1.389253731,522,50,0.064184852,0.064184852,,
March_Aries22,83,103,578,0.183534697,464,1.240963855,0.143598616,1.384562471,523,-59,-0.075738126,0.075738126,,
CaffreyEj,224,296,3578,0.654589669,270,1.321428571,0.062604807,1.384033379,524,-254,-0.32605905,0.32605905,,
KashaanMuhammad,858,760,1732,1.001425986,218,0.885780886,0.495381062,1.381161948,525,-307,-0.394094994,0.394094994,,
prettyliljordyn,472,576,2960,0.807477971,242,1.220338983,0.159459459,1.379798443,526,-284,-0.364569961,0.364569961,,
Tav_XCVI,411,400,1012,0.49685708,302,0.97323601,0.406126482,1.379362492,527,-225,-0.288831836,0.288831836,,
dejae02,442,369,814,0.499026659,300,0.834841629,0.542997543,1.377839172,528,-228,-0.292682927,0.292682927,,
ghostcat56,511,626,3424,0.90506738,227,1.225048924,0.149240654,1.374289578,529,-302,-0.387676508,0.387676508,,
marisah1997,91,108,494,0.140914311,512,1.186813187,0.184210526,1.371023713,530,-18,-0.023106547,0.023106547,,
WPJohnWagner,19,26,10147,1.15663021,199,1.368421053,0.001872475,1.370293527,531,-332,-0.42618742,0.42618742,,
i_DomiNATEE,88,102,427,0.141086108,511,1.159090909,0.206088993,1.365179902,532,-21,-0.026957638,0.026957638,,
47abc,17,23,7283,0.803645128,243,1.352941176,0.002334203,1.355275379,533,-290,-0.372272144,0.372272144,,
_JDTheJunior_,56,75,4370,0.602743235,278,1.339285714,0.012814645,1.35210036,534,-256,-0.328626444,0.328626444,,
DaveWeissglass,116,135,617,0.234958376,417,1.163793103,0.188006483,1.351799586,535,-118,-0.151476252,0.151476252,,
Delo_Taylor,986,1209,8179,1.824510514,139,1.226166329,0.120552635,1.346718963,536,-397,-0.509627728,0.509627728,,
Hardesty131737,6,8,534,0.084676292,603,1.333333333,0.011235955,1.344569288,537,66,0.084724005,0.084724005,,
00xDoma,19,25,758,0.110045759,561,1.315789474,0.025065963,1.340855437,538,23,0.029525032,0.029525032,,
Bill381987,1196,1319,5054,1.732401234,147,1.102842809,0.236644242,1.339487052,539,-392,-0.503209243,0.503209243,,
morgmeneshets,3,4,2227,0.282930929,387,1.333333333,0.001347104,1.334680437,540,-153,-0.196405648,0.196405648,,
GrimSoftware,81,90,363,0.125531976,541,1.111111111,0.223140496,1.334251607,541,0,0,0,,
FrankBonsal,3,4,11566,1.238746269,181,1.333333333,0.000259381,1.333592714,542,-361,-0.463414634,0.463414634,,
DabneyPorte,3,4,61483,7.380283006,44,1.333333333,4.8794E-05,1.333382127,543,-499,-0.640564827,0.640564827,,
renmicpa,73,94,1766,0.304231359,372,1.287671233,0.041336353,1.329007586,544,-172,-0.220795892,0.220795892,,
jesslynbryant,105,112,424,0.150712757,503,1.066666667,0.247641509,1.314308176,545,-42,-0.053915276,0.053915276,,
jjgravitas,47,56,393,0.094867762,585,1.191489362,0.119592875,1.311082237,546,39,0.050064185,0.050064185,,
benjancewicz,60,77,2429,0.320976896,365,1.283333333,0.024701523,1.308034857,547,-182,-0.233632863,0.233632863,,
Smilingl8dy,899,941,3466,1.261081844,178,1.046718576,0.259376803,1.306095379,548,-370,-0.474967908,0.474967908,,
Blackistone93,132,137,500,0.183208139,466,1.037878788,0.264,1.301878788,549,-83,-0.106546855,0.106546855,,
zenyatta1411,7,9,473,0.066964779,644,1.285714286,0.014799154,1.30051344,550,94,0.120667522,0.120667522,,
libjamesbond007,1198,923,2270,1.343995301,171,0.770450751,0.527753304,1.298204055,551,-380,-0.487804878,0.487804878,,
Davey_Divito,582,567,1809,0.748886099,254,0.974226804,0.32172471,1.295951514,552,-298,-0.38254172,0.38254172,,
LRLawless,46,40,110,0.056756603,668,0.869565217,0.418181818,1.287747036,553,115,0.14762516,0.14762516,,
patrick19602005,4,5,168,0.030025852,725,1.25,0.023809524,1.273809524,554,171,0.219512195,0.219512195,,
caribouwireless,127,119,384,0.188810726,461,0.937007874,0.330729167,1.267737041,555,-94,-0.120667522,0.120667522,,
EdWeekTeacher,15,19,216576,22.57055454,12,1.266666667,6.92598E-05,1.266735926,556,-544,-0.698331194,0.698331194,,
_BitchImTatted_,191,217,1484,0.358663209,346,1.136125654,0.128706199,1.264831854,557,-211,-0.270860077,0.270860077,,
QACremodel,628,703,4433,1.120635673,206,1.119426752,0.141664787,1.261091538,558,-352,-0.451861361,0.451861361,,
DadJokeCinema,21,21,83,0.033152219,719,1,0.253012048,1.253012048,559,160,0.205391528,0.205391528,,
TouchyAli,29,36,2729,0.325973808,360,1.24137931,0.010626603,1.252005913,560,-200,-0.256739409,0.256739409,,
kp9409,231,244,1215,0.380778877,338,1.056277056,0.190123457,1.246400513,561,-223,-0.286264442,0.286264442,,
DunkTheJunkFood,5,6,3452,0.450253392,316,1.2,0.001448436,1.201448436,562,-246,-0.315789474,0.315789474,,
MD_for_Bernie,83,92,920,0.182683476,467,1.108433735,0.090217391,1.198651126,563,-96,-0.123234917,0.123234917,,
Maryland4Trump,64,75,2972,0.37124593,341,1.171875,0.02153432,1.19340932,564,-223,-0.286264442,0.286264442,,
RRL_Rugby,91,92,508,0.146153072,508,1.010989011,0.179133858,1.190122869,565,-57,-0.073170732,0.073170732,,
jaredguardipee,15,16,123,0.033526339,717,1.066666667,0.12195122,1.188617886,566,151,0.193838254,0.193838254,,
MarmandT,18,21,860,0.15378772,497,1.166666667,0.020930233,1.187596899,567,-70,-0.089858793,0.089858793,,
JerryBriant,252,276,2823,0.586541189,282,1.095238095,0.089266738,1.184504833,568,-286,-0.367137356,0.367137356,,
cschanck,9,10,129,0.030186622,724,1.111111111,0.069767442,1.180878553,569,155,0.198973042,0.198973042,,
scotty2971,12,14,1320,0.177366561,473,1.166666667,0.009090909,1.175757576,570,-97,-0.124518614,0.124518614,,
JudeDeSilva0161,44,40,165,0.068684094,638,0.909090909,0.266666667,1.175757576,571,67,0.086007702,0.086007702,,
JunkScience,13,15,10796,1.13555442,203,1.153846154,0.00120415,1.155050304,572,-369,-0.473684211,0.473684211,,
soccerdhg,77,85,1920,0.289701056,381,1.103896104,0.040104167,1.144000271,573,-192,-0.246469833,0.246469833,,
Mandahl,96,98,790,0.216970875,430,1.020833333,0.121518987,1.142352321,574,-144,-0.184852375,0.184852375,,
franklin19788,8,9,530,0.071257212,630,1.125,0.01509434,1.14009434,575,55,0.070603338,0.070603338,,
JerryLupinos,25,27,452,0.089905231,593,1.08,0.055309735,1.135309735,576,17,0.02182285,0.02182285,,
StuNeff,103,113,2736,0.458074609,313,1.097087379,0.037646199,1.134733577,577,-264,-0.338896021,0.338896021,,
GattonTammy,10,6,19,0.013205525,760,0.6,0.526315789,1.126315789,578,182,0.233632863,0.233632863,,
le_skooks,114,99,448,0.153033505,498,0.868421053,0.254464286,1.122885338,579,-81,-0.103979461,0.103979461,,
RyBro7,221,32,231,0.213398476,432,0.14479638,0.956709957,1.101506337,580,-148,-0.189987163,0.189987163,,
Cigarjon1968,2,2,27,0.006169061,773,1,0.074074074,1.074074074,581,192,0.246469833,0.246469833,,
EsmeraldaYellow,14,13,98,0.025132258,735,0.928571429,0.142857143,1.071428571,582,153,0.196405648,0.196405648,,
PoetGang_,71,71,1111,0.210290101,436,1,0.063906391,1.063906391,583,-147,-0.188703466,0.188703466,,
JeffQuinton,115,120,5685,0.797078349,244,1.043478261,0.020228672,1.063706933,584,-340,-0.436456996,0.436456996,,
WSharrer,955,791,4087,1.362415255,169,0.828272251,0.233667727,1.061939978,585,-416,-0.534017972,0.534017972,,
marlo1210,9,8,53,0.014223286,756,0.888888889,0.169811321,1.05870021,586,170,0.218228498,0.218228498,,
Ospainter123,63,49,231,0.123824956,543,0.777777778,0.272727273,1.050505051,587,-44,-0.05648267,0.05648267,,
UnicycleDood,330,227,954,0.401098635,330,0.687878788,0.34591195,1.033790738,588,-258,-0.331193838,0.331193838,,
CenterBSC,4,4,129,0.025059807,736,1,0.031007752,1.031007752,589,147,0.188703466,0.188703466,,
FinancialDocCMJ,8,8,369,0.046510216,694,1,0.021680217,1.021680217,590,104,0.133504493,0.133504493,,
portraitgrip,1073,938,7329,1.800533053,142,0.874184529,0.146404694,1.020589223,591,-449,-0.576379974,0.576379974,,
JustCoriG,3,3,155,0.022105044,742,1,0.019354839,1.019354839,592,150,0.192554557,0.192554557,,
lindsayknob,120,98,610,0.217121853,428,0.816666667,0.196721311,1.013387978,593,-165,-0.211810013,0.211810013,,
KanyesPinkPolo_,1,1,77,0.011036661,765,1,0.012987013,1.012987013,594,171,0.219512195,0.219512195,,
WideReceiverMen,64,60,853,0.181709812,468,0.9375,0.075029308,1.012529308,595,-127,-0.163029525,0.163029525,,
dorjedronma,4,4,364,0.044036918,698,1,0.010989011,1.010989011,596,102,0.130937099,0.130937099,,
JuiceInnovation,1,1,120,0.019101316,749,1,0.008333333,1.008333333,597,152,0.195121951,0.195121951,,
sethsprole,1,1,130,0.020873031,745,1,0.007692308,1.007692308,598,147,0.188703466,0.188703466,,
valentin_india,8,8,1145,0.136263226,521,1,0.0069869,1.0069869,599,-78,-0.10012837,0.10012837,,
helloitsme_MK,1,1,157,0.01941539,748,1,0.006369427,1.006369427,600,148,0.189987163,0.189987163,,
mannyd1_,7,7,1149,0.148429804,505,1,0.006092254,1.006092254,601,-96,-0.123234917,0.123234917,,
BlkMartinPrince,1,1,173,0.042281707,701,1,0.005780347,1.005780347,602,99,0.127086008,0.127086008,,
BurningWordz,4,4,854,0.111245677,559,1,0.004683841,1.004683841,603,-44,-0.05648267,0.05648267,,
contactmassey,1,1,218,0.040895847,703,1,0.004587156,1.004587156,604,99,0.127086008,0.127086008,,
TyChapman22,2,2,468,0.068464271,639,1,0.004273504,1.004273504,605,34,0.0436457,0.0436457,,
tyg____,1,1,239,0.028334968,729,1,0.0041841,1.0041841,606,123,0.157894737,0.157894737,,
lauratuuu,1,1,249,0.031860722,720,1,0.004016064,1.004016064,607,113,0.145057766,0.145057766,,
the_shantilly,1,1,253,0.035162722,715,1,0.003952569,1.003952569,608,107,0.137355584,0.137355584,,
malicioussG,1,1,323,0.056290517,671,1,0.003095975,1.003095975,609,62,0.079589217,0.079589217,,
OEatonMartinez,2,2,731,0.106714256,568,1,0.002735978,1.002735978,610,-42,-0.053915276,0.053915276,,
luke_j_obrien,1,1,408,0.050823394,681,1,0.00245098,1.00245098,611,70,0.089858793,0.089858793,,
CHHolte,4,4,1737,0.230478053,422,1,0.002302821,1.002302821,612,-190,-0.243902439,0.243902439,,
aglawpaul,2,2,900,0.125383761,542,1,0.002222222,1.002222222,613,-71,-0.09114249,0.09114249,,
btiarao,1,1,701,0.085063252,601,1,0.001426534,1.001426534,614,-13,-0.016688062,0.016688062,,
Marezzeefam,13,12,166,0.036399502,711,0.923076923,0.078313253,1.001390176,615,96,0.123234917,0.123234917,,
whole_patients,3,3,2861,0.341496122,354,1,0.001048584,1.001048584,616,-262,-0.336328626,0.336328626,,
brttneymonique,1,1,1209,0.139488238,517,1,0.00082713,1.00082713,617,-100,-0.128369705,0.128369705,,
jlschuster827,1,1,1405,0.185208792,463,1,0.000711744,1.000711744,618,-155,-0.198973042,0.198973042,,
TheConArtist_16,1,1,2025,0.322142815,363,1,0.000493827,1.000493827,619,-256,-0.328626444,0.328626444,,
BaltSunBrk,5,5,10416,1.102925615,208,1,0.000480031,1.000480031,620,-412,-0.528883184,0.528883184,,
AD_Renaissance,1,1,2445,0.274571403,395,1,0.000408998,1.000408998,621,-226,-0.290115533,0.290115533,,
oliverale,1,1,2492,0.273815204,396,1,0.000401284,1.000401284,622,-226,-0.290115533,0.290115533,,
uhnaam,1,1,2911,0.325587257,361,1,0.000343525,1.000343525,623,-262,-0.336328626,0.336328626,,
PoliticsK12,4,4,39178,4.103424615,73,1,0.000102098,1.000102098,624,-551,-0.707317073,0.707317073,,
RandyEllefson,1,1,24992,3.161101748,93,1,4.00128E-05,1.000040013,625,-532,-0.682926829,0.682926829,,
new2tweet17,18,13,65,0.024686595,737,0.722222222,0.276923077,0.999145299,626,111,0.142490372,0.142490372,,
ObscureStreamMe,33,24,126,0.049643946,686,0.727272727,0.261904762,0.989177489,627,59,0.075738126,0.075738126,,
caterey,26,21,174,0.043027863,699,0.807692308,0.149425287,0.957117595,628,71,0.09114249,0.09114249,,
Nicki5522,90,74,711,0.166368589,484,0.822222222,0.126582278,0.948804501,629,-145,-0.186136072,0.186136072,,
paulmeyer745,346,312,8393,1.378624021,168,0.901734104,0.04122483,0.942958934,630,-462,-0.593068036,0.593068036,,
Cy_Guy,81,59,391,0.122202775,547,0.728395062,0.207161125,0.935556187,631,-84,-0.107830552,0.107830552,,
bremmore,30,27,890,0.158615003,493,0.9,0.033707865,0.933707865,632,-139,-0.17843389,0.17843389,,
DCAbloob,90,81,3554,0.535188702,293,0.9,0.025323579,0.925323579,633,-340,-0.436456996,0.436456996,,
valleylea,113,96,1604,0.305292073,371,0.849557522,0.070448878,0.9200064,634,-263,-0.337612323,0.337612323,,
genellog,9,8,435,0.085597381,600,0.888888889,0.020689655,0.909578544,635,-35,-0.044929397,0.044929397,,
EricRohrs,28,24,556,0.151162596,501,0.857142857,0.050359712,0.907502569,636,-135,-0.173299101,0.173299101,,
bederson,10,9,1669,0.191603235,456,0.9,0.005991612,0.905991612,637,-181,-0.232349166,0.232349166,,
wallyboston,10,9,1847,0.241537192,412,0.9,0.005414185,0.905414185,638,-226,-0.290115533,0.290115533,,
TeriPDC,26,23,1559,0.231255811,421,0.884615385,0.016677357,0.901292742,639,-218,-0.279845956,0.279845956,,
mamasauret,26,20,226,0.056620097,670,0.769230769,0.115044248,0.884275017,640,30,0.038510911,0.038510911,,
timidstone,73,59,1025,0.206000613,439,0.808219178,0.071219512,0.87943869,641,-202,-0.259306804,0.259306804,,
LifeNRA,8,7,1860,0.277069512,392,0.875,0.004301075,0.879301075,642,-250,-0.320924262,0.320924262,,
JamesRCollette,65,44,322,0.120010917,549,0.676923077,0.201863354,0.878786431,643,-94,-0.120667522,0.120667522,,
Ferraj301,108,88,1741,0.297584948,377,0.814814815,0.062033314,0.876848129,644,-267,-0.342747112,0.342747112,,
316BellaLuna,77,61,974,0.202626101,447,0.792207792,0.079055441,0.871263234,645,-198,-0.254172015,0.254172015,,
imbreelol,326,100,584,0.343522139,351,0.306748466,0.558219178,0.864967644,646,-295,-0.378690629,0.378690629,,
The_Commish92,50,37,415,0.132627785,528,0.74,0.120481928,0.860481928,647,-119,-0.152759949,0.152759949,,
FDRAcolyte,29,22,321,0.066559281,646,0.75862069,0.090342679,0.848963369,648,-2,-0.002567394,0.002567394,,
EricaLG,48,40,8951,1.02624306,214,0.833333333,0.005362529,0.838695863,649,-435,-0.558408216,0.558408216,,
dj_smirnoff_ice,6,5,20711,2.16436732,123,0.833333333,0.000289701,0.833623034,650,-527,-0.676508344,0.676508344,,
CTseangrace,27,22,1519,0.227508915,425,0.814814815,0.017774852,0.832589667,651,-226,-0.290115533,0.290115533,,
Pinkster97,19,15,546,0.126949342,537,0.789473684,0.034798535,0.824272219,652,-115,-0.14762516,0.14762516,,
KennethElpus,10,8,450,0.068096574,640,0.8,0.022222222,0.822222222,653,-13,-0.016688062,0.016688062,,
Misterjkane,15,12,914,0.126533259,539,0.8,0.016411379,0.816411379,654,-115,-0.14762516,0.14762516,,
rickinaboxHUT,18,14,651,0.092992248,589,0.777777778,0.02764977,0.805427547,655,-66,-0.084724005,0.084724005,,
MisterFreedom,58,45,2333,0.365570503,345,0.775862069,0.024860694,0.800722763,656,-311,-0.399229782,0.399229782,,
KenShepherd,412,276,4377,0.925943574,225,0.669902913,0.094128398,0.764031311,657,-432,-0.554557125,0.554557125,,
b_eeeezyy,136,90,1403,0.280113326,391,0.661764706,0.096935139,0.758699845,658,-267,-0.342747112,0.342747112,,
JoeTrippi,4,3,962450,100.0773739,2,0.75,4.15606E-06,0.750004156,659,-657,-0.84338896,0.84338896,,
Ginger_Martian0,7,3,22,0.008715882,769,0.428571429,0.318181818,0.746753247,660,109,0.139922978,0.139922978,,
TBapologetics,227,143,2072,0.42833486,322,0.629955947,0.109555985,0.739511932,661,-339,-0.435173299,0.435173299,,
EvilPowerRanger,67,34,292,0.09943282,580,0.507462687,0.229452055,0.736914741,662,-82,-0.105263158,0.105263158,,
DMVPat,7,5,457,0.071438348,629,0.714285714,0.015317287,0.729603001,663,-34,-0.0436457,0.0436457,,
Channel4Radio,46,31,867,0.141683646,510,0.673913043,0.053056517,0.72696956,664,-154,-0.197689345,0.197689345,,
NelsyUmanzor,931,217,1903,1.02123308,215,0.233082707,0.489227535,0.722310242,665,-450,-0.577663671,0.577663671,,
dchiv412,30,21,1978,0.275079937,394,0.7,0.015166835,0.715166835,666,-272,-0.349165597,0.349165597,,
_ashhlo,47,25,264,0.073694017,625,0.531914894,0.178030303,0.709945197,667,-42,-0.053915276,0.053915276,,
spobyypll,20,14,2115,0.258096758,402,0.7,0.009456265,0.709456265,668,-266,-0.341463415,0.341463415,,
sygt_,139,85,1499,0.29577105,378,0.611510791,0.092728486,0.704239277,669,-291,-0.373555841,0.373555841,,
rbrown715,111,74,3679,0.558483935,287,0.666666667,0.030171242,0.696837909,670,-383,-0.491655969,0.491655969,,
vee4x,176,62,512,0.211251209,433,0.352272727,0.34375,0.696022727,671,-238,-0.305519897,0.305519897,,
RefugeeWatcher,83,53,2793,0.366383619,344,0.638554217,0.02971715,0.668271367,672,-328,-0.421052632,0.421052632,,
katy_flowergirl,85,45,647,0.205510521,440,0.529411765,0.13137558,0.660787344,673,-233,-0.299101412,0.299101412,,
Terrance_GW,33,19,407,0.074892524,623,0.575757576,0.081081081,0.656838657,674,-51,-0.065468549,0.065468549,,
VayekanadeAlba,189,115,4969,0.780696153,246,0.608465608,0.038035822,0.646501431,675,-429,-0.550706033,0.550706033,,
educationweek,14,9,524167,54.54192864,5,0.642857143,2.6709E-05,0.642883852,676,-671,-0.861360719,0.861360719,,
Arch24_7,59,16,161,0.070110922,634,0.271186441,0.366459627,0.637646068,677,-43,-0.055198973,0.055198973,,
EYES_OF_EVE_ENT,65,40,3605,0.451580201,315,0.615384615,0.018030513,0.633415129,678,-363,-0.465982028,0.465982028,,
FinsandFluke,44,27,10488,1.180889806,193,0.613636364,0.004195271,0.617831634,679,-486,-0.623876765,0.623876765,,
AngieNK,6,3,56,0.013567643,757,0.5,0.107142857,0.607142857,680,77,0.098844673,0.098844673,,
MDYankeefan1,56,32,1831,0.287184339,382,0.571428571,0.03058438,0.602012952,681,-299,-0.383825417,0.383825417,,
Fot_roca,5,3,6146,0.791034058,245,0.6,0.000813537,0.600813537,682,-437,-0.56097561,0.56097561,,
kvrxngton,33,18,903,0.135993612,522,0.545454545,0.03654485,0.581999396,683,-161,-0.206675225,0.206675225,,
__C_A_R_T_E_R__,40,22,1682,0.236910341,416,0.55,0.023781213,0.573781213,684,-268,-0.344030809,0.344030809,,
Rob_Richie,9,5,574,0.070254744,633,0.555555556,0.015679443,0.571234998,685,-52,-0.066752246,0.066752246,,
buzzinbaltimore,9,5,4122,0.452618743,314,0.555555556,0.002183406,0.557738962,686,-372,-0.477535302,0.477535302,,
supersteak,11,6,1075,0.174116564,476,0.545454545,0.010232558,0.555687104,687,-211,-0.270860077,0.270860077,,
LaureenDaniels,76,34,1010,0.187651184,462,0.447368421,0.075247525,0.522615946,688,-226,-0.290115533,0.290115533,,
edcampaacps,2,1,104,0.013477621,758,0.5,0.019230769,0.519230769,689,69,0.088575096,0.088575096,,
thehatchergroup,26,13,2409,0.303528088,375,0.5,0.01079286,0.51079286,690,-315,-0.40436457,0.40436457,,
4ismoreeee,19,9,632,0.09707481,583,0.473684211,0.030063291,0.503747502,691,-108,-0.138639281,0.138639281,,
TwinSkys,2,1,728,0.140858091,513,0.5,0.002747253,0.502747253,692,-179,-0.229781772,0.229781772,,
IceCold_TAE,2,1,936,0.115510197,553,0.5,0.002136752,0.502136752,693,-140,-0.179717587,0.179717587,,
mukamana25,2,1,1340,0.156331846,496,0.5,0.001492537,0.501492537,694,-198,-0.254172015,0.254172015,,
jaisalnoor,2,1,1709,0.219694314,427,0.5,0.001170275,0.501170275,695,-268,-0.344030809,0.344030809,,
CarlForsling,2,1,1797,0.232057085,420,0.5,0.001112966,0.501112966,696,-276,-0.354300385,0.354300385,,
AshawoEnt,2,1,19627,2.464980943,113,0.5,0.0001019,0.5001019,697,-584,-0.749679076,0.749679076,,
brandonwjr05,1,0,2,0.001264417,779,0,0.5,0.5,698,81,0.103979461,0.103979461,,
NANOJEFE,19,9,1286,0.158765138,492,0.473684211,0.014774495,0.488458705,699,-207,-0.265725289,0.265725289,,
SB__Dana,12,5,379,0.05607239,672,0.416666667,0.031662269,0.448328936,700,-28,-0.035943517,0.035943517,,
Kaillu123,57,18,445,0.10459561,573,0.315789474,0.128089888,0.443879361,701,-128,-0.164313222,0.164313222,,
dirtydev_,12,5,801,0.10942172,562,0.416666667,0.014981273,0.43164794,702,-140,-0.179717587,0.179717587,,
xoxArham,205,68,2377,0.433115133,321,0.331707317,0.086243164,0.417950481,703,-382,-0.490372272,0.490372272,,
goyler3,5,2,418,0.081070834,609,0.4,0.011961722,0.411961722,704,-95,-0.12195122,0.12195122,,
Lexyyy21,5,2,1298,0.160891971,490,0.4,0.00385208,0.40385208,705,-215,-0.275994865,0.275994865,,
Luckydragon84,3,1,84,0.013277717,759,0.333333333,0.035714286,0.369047619,706,53,0.068035944,0.068035944,,
lianharf,30,9,539,0.090397746,592,0.3,0.055658627,0.355658627,707,-115,-0.14762516,0.14762516,,
QuietRetreat,46,14,904,0.151084823,502,0.304347826,0.050884956,0.355232782,708,-206,-0.264441592,0.264441592,,
